test_func1_1,0.5
test_func1_2,0.5
test_func1_3,0.5
test_func1_4,0.5
test_func2_1,0.5
test_func2_2,0.5
test_func2_3,0.5
test_func2_4,0.5
test_func3_1,0.5
test_func3_2,0.5
test_func3_3,0.5
test_func3_4,0.5
test_func4_1,1
test_func4_2,1
test_func4_3,1
test_func4_4,1
test_func4_5,1
test_func5_1,1.5
test_func5_2,1.5
test_func5_3,1.5
test_func5_4,1.5
test_ex1_1,2
test_ex1_2,2
test_ex1_3,2
test_ex2_1,3
test_ex2_2,3
test_ex2_3,3
test_personal_data_entry,1e-09
